headline	lead_paragraph	web_url
At Bryant Park, a Free Modern Dance Festival	&#8220;Bryant Park Presents Modern Dance,&#8221; which runs through July 10, features Earl Mosley&#8217;s Diversity of Dance, BARE Dance and 10 Hairy Legs this Friday.	http://www.nytimes.com/2015/06/28/arts/dance/at-bryant-park-a-free-modern-dance-festival.html
Glen Campbell&#8217;s Sunset Tour	&#8220;Glen Campbell: I&#8217;ll Be Me,&#8221; Sunday on CNN, follows the musician as he performs while confronting the onset of Alzheimer&#8217;s disease.	http://www.nytimes.com/2015/06/28/arts/television/glen-campbells-sunset-tour.html
Joy Williams Liberates Herself From the Civil Wars With &#8216;Venus&#8217;	Ms. Williams, previously half of the Grammy-winning duo Civil Wars, discusses the band&#8217;s breakup and her new solo album.	http://www.nytimes.com/2015/06/28/arts/music/joy-williams-liberates-herself-from-the-civil-wars-with-venus.html
New Music From Braids, Joanna Gruesome and the Snyder Family Band	Michael Dean Damron and Lil Durk have also released new albums.	http://www.nytimes.com/2015/06/28/arts/music/new-music-from-braids-joanna-gruesome-and-the-snyder-family-band.html
US-China Match Draws 5.7 Million Viewers	The Women's World Cup quarterfinal match between the United States and China drew 5.7 million viewers on Fox, the network says.	http://www.nytimes.com/aponline/2015/06/27/arts/ap-soc-wwcup-fox-ratings.html
Rapper Kanye West Soars at Glastonbury Festival	"Kanye West delivered an uncompromising headline performance at Glastonbury Festival on Saturday that ignited when the U.S. rapper left the Pyramid Stage to take to the sky for hits ""Touch The Sky"" and ""All of the Lights""."	http://www.nytimes.com/reuters/2015/06/27/arts/27reuters-music-glastonbury-day2.html
Kuwait Detains Driver of Vehicle That Took Bomber to Mosque	Kuwait has detained the driver of the vehicle that took a suicide bomber to a Shi'ite Muslim mosque where he detonated explosives, killing 27 people, state news agency KUNA said on Sunday.	http://www.nytimes.com/reuters/2015/06/27/arts/27reuters-kuwait-blast-vehicle.html
Bill Cosby's Lawyer Says Revealing Court Documents Would Cause 'Embarrassment'	"A lawyer for Bill Cosby argued that unsealing court documents from a 2005 Pennsylvania sexual assault case filed against the comedian would cause severe ""embarrassment,"" court records show."	http://www.nytimes.com/reuters/2015/06/27/arts/27reuters-people-billcosby.html
What&#8217;s On TV Saturday	Television highlights.	http://www.nytimes.com/2015/06/27/arts/television/whats-on-tv-saturday.html
Review: Mark Morris Conducts at Tanglewood, and Offers a Debut	Mr. Morris&#8217;s company introduced a work titled &#8220;The,&#8221; set to one of Bach&#8217;s &#8220;Brandenburg&#8221; Concertos.	http://www.nytimes.com/2015/06/27/arts/dance/review-mark-morris-conducts-at-tanglewood-and-offers-a-debut.html
Review: Bette Midler Is Still Naughty and Bawdy, but Reflective, Too	In four decades of stardom, Ms. Midler has gone the distance, from &#8220;The Divine Miss M,&#8221; who went against the cultural tide, to her current tour, &#8220;Divine Intervention.&#8221;	http://www.nytimes.com/2015/06/27/arts/music/review-bette-midler-is-still-naughty-and-bawdy-but-reflective-too.html
Review: Jeremy Jordan, Take-No-Prisoners Heartthrob, Has a New Cabaret Act	The actor is deploying his go-getter charm at 54 Below with a phalanx of show business talent.	http://www.nytimes.com/2015/06/27/arts/music/review-jeremy-jordan-take-no-prisoners-heartthrob-has-a-new-cabaret-act.html
Review: String Orchestra of Brooklyn Plays a Program of Spare Works at Roulette	The concert, &#8220;Dimensions of Time and Silence,&#8221; featured works by Morton Feldman, Krzysztof Penderecki and Scott Wollschleger.	http://www.nytimes.com/2015/06/27/arts/music/review-string-orchestra-of-brooklyn-plays-a-program-of-spare-works-at-roulette.html
Glastonbury Festival Celebrates Its 45th Anniversary	Michael Eavis, the English dairy farmer who founded this vast, bucolic arts event, talks about its early days and the ingredients of its success.	http://www.nytimes.com/2015/06/27/arts/music/glastonbury-festival-celebrates-its-45th-anniversary.html
Review: A Mix of Sounds at the New York City Electroacoustic Music Festival	The festival features a combination of electronics and traditional instruments in 27 concerts over eight days at the Abrons Arts Center.	http://www.nytimes.com/2015/06/27/arts/music/review-a-mix-of-sounds-at-the-new-york-city-electroacoustic-music-festival.html
Review: Boney James Performs with Panache in Smooth Cruise Kickoff	This contemporary jazz star&#8217;s sold-out, two-set appearance was his only New York City tour stop.	http://www.nytimes.com/2015/06/27/arts/music/review-boney-james-performs-with-panache-in-smooth-cruise-kickoff.html
Albert Evans, Ebullient City Ballet Dancer, Is Dead at 46	Mr. Evans, a muscular and elegant performer, was only the second black dancer to be named a principal with the company.	http://www.nytimes.com/2015/06/25/arts/dance/albert-evans-ebullient-city-ballet-dancer-is-dead-at-46.html
FIFA Scandal to Get Hollywood Movie Treatment, Blazer's Role May Be Key	Actor-director Ben Affleck is to help produce a feature film about the corruption scandal that has rocked world soccer and its governing body FIFA, the author of an upcoming book said on Friday.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-soccer-fifa-movie.html
A Word With: Andrew Sullivan		http://artsbeat.blogs.nytimes.com/2015/06/26/a-word-with-andrew-sullivan-gay-marriage/
Skyscraper	How high can a Lego tower go?	http://www.nytimes.com/video/arts/100000003767116/skyscraper.html
For White Southern Music, a Time of Soul Searching Over Confederate Flag	"Country singer Cody McCarver for years wore T-shirts featuring the Confederate battle flag - the ""rebel flag"" as he calls it -when he toured in the U.S. South as a member of the Confederate Railroad band.    "	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-usa-shooting-south-carolina-music.html
Trump to Univision: Don't Even Think About Golf at Doral	"In the political equivalent of ""get off my lawn,"" Donald Trump on Friday declared his Miami golf course off limits to anyone from the Spanish-language broadcast company Univision over its decision to dump the Miss USA beauty pageant."	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-usa-election-trump.html
Guest Lineups for the Sunday News Shows	Guest lineups for the Sunday TV news shows:	http://www.nytimes.com/aponline/2015/06/26/arts/ap-us-news-shows.html
Illusionist Criss Angel Rescues Escape Artist After Accident	Criss Angel's rescue of an escape artist trapped in a water-filled box was no illusion.	http://www.nytimes.com/aponline/2015/06/26/arts/ap-us-casino-stunt-near-drowning.html
Sarah Palin's Daughter, Advocate for Abstinence, Says She Is Pregnant	Bristol Palin, the daughter of former Alaska Governor Sarah Palin who has spoken out in favor of sexual abstinence before marriage, is pregnant with her second child, she said in an contrite blog post.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-people-bristolpalin.html
Emma Stone and Kevin Hart Invited to Join Academy as Ava DuVernay Runs for Board of Governors		http://artsbeat.blogs.nytimes.com/2015/06/26/emma-stone-and-kevin-hart-invited-to-join-academy-as-ava-duvernay-runs-for-board-of-governors/
Acting Coaches and Rehearsals: YouTube Stars Are Getting Movie-World Lessons		http://artsbeat.blogs.nytimes.com/2015/06/26/acting-coaches-and-rehearsals-youtube-stars-are-getting-movie-world-lessons/
Popcast: Apple Music and Beats 1		http://artsbeat.blogs.nytimes.com/2015/06/26/popcast-apple-music-and-beats-1/
Jimmy Fallon's Injured Hand Shelves 'Tonight' Show	"""Tonight"" show host Jimmy Fallon is on the shelf following a hand injury that required minor surgery Friday and forced NBC to cancel a taping of late-night TV's most popular program."	http://www.nytimes.com/aponline/2015/06/26/arts/ap-us-tv-nbc-fallon.html
Jimmy Fallon Injures Hand, Cancels 'Tonight Show' Taping	"Jimmy Fallon, host of NBC's ""Tonight Show,"" had minor surgery after injuring his hand in his New York apartment, his representative said, forcing the cancellation of Friday's taping of the show."	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-people-jimmyfallon.html
The King of Britain's Glastonbury Festival	Michael Eavis’s farm has hosted the music extravaganza since 1970.	http://www.nytimes.com/2015/06/26/arts/international/michael-eavis-the-king-of-britains-glastonbury-festival.html
Dreams in Plastic and Canvas at the Serpentine Gallery in London	The Serpentine Gallery unveils its latest pavilion, and looks to the future.	http://www.nytimes.com/2015/06/26/arts/international/dreams-in-plastic-and-canvas-at-the-serpentine-gallery-in-london.html
Book Review Podcast: The Art Issue		http://artsbeat.blogs.nytimes.com/2015/06/26/book-review-podcast-the-art-issue/
Actors, Celebrities Whoop With Joy at U.S. Gay Marriage Ruling	Actors, singers and Hollywood celebrities, many of whom have played a major role in driving acceptance of gay rights in mainstream culture, whooped with joy at the U.S. Supreme Court's ruling that made gay marriage legal nationwide on Friday.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-usa-court-gaymarriage-celebrities.html
Come to the Theater, Ride a Chandelier, Play a Role in Show	Aerialists descend in a giant chandelier and lift a guest back up with them, a showgirl leads an audience member back in time to a 1920s Parisian nightclub and actors single out guests for a mysterious experience yet to come.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-theater-immersive.html
Pussy Riot, Charlotte Church Kick Off Glastonbury With Call to Arms	Singer-turned-activist Charlotte Church and Russian punk protesters Pussy Riot kicked off Britain's Glastonbury Festival with a call for revolution on Friday, though the crowds they rallied seemed more interested in basking in the sun.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-music-glastonbury-dayone.html
Sci-Fi TV Series 'Humans' Breathes New Life Into Robot Debate	"Attractive, efficient robots relieve people of the menial tasks of everyday life but problems arise when the androids threaten to surpass their creators in ""Humans,"" a new sci-fi TV series that explores the fascination and fear about technology. "	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-television-humans.html
Jimmy Fallon Injures Hand and Cancels Friday &#8216;Tonight Show&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/26/jimmy-fallon-injures-hand-cancels-tonight-show/
The Who's Townshend to Present 'Classic Quadrophenia'	"On a rare day off from the first leg of The Who's 50th anniversary tour, Pete Townshend punctually enters the room with longtime partner Rachel Fuller to discuss ""Classic Quadrophenia."""	http://www.nytimes.com/aponline/2015/06/26/arts/ap-us-music-pete-townshend.html
Group Approves Fellowship Named for Controversial Scholar of Russia		http://artsbeat.blogs.nytimes.com/2015/06/26/group-approves-fellowship-named-for-controversial-scholar-of-russia/
Ad Executives Cautious About Growth, Gear Up for Contract Battle	(This version of the story corrects figures on Publicis contract wins, paragraph 13)	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-wpp-publicis-ceo.html
Berklee College of Music Exploring Merger With Boston Conservatory		http://artsbeat.blogs.nytimes.com/2015/06/26/berklee-college-of-music-exploring-merger-with-boston-conservatory/
Male Strippers Return for One Last Show in 'Magic Mike XXL'	"The world of male stripping returns to the silver screen in ""Magic Mike XXL"" with the performers back in the spotlight for one last show."	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-film-magicmikexxl.html
'Adventure Camp' Offers Playtime for Grownups	Mud, music and mayhem is the epitome of the British festival -  but throw in sword fighting, raft building and rabbit skinning and you've got an event that bills itself as Britain's first adventure-style camp for adults.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-life-britain-questival.html
What&#8217;s on This Week Around the World		http://artsbeat.blogs.nytimes.com/2015/06/26/whats-on-this-week-around-the-world-30/
'AMY' Biopic Gives 'Organic' Picture of Winehouse, Filmmaker Says	A much-anticipated documentary about the late British singer Amy Winehouse hits cinemas next week amid a dispute between its makers and her father, who has called the film misleading. 	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-film-amy.html
Sirius XM to Pay Record Companies $210 Million for Pre-1972 Songs	Sirius XM Holdings Inc on Friday said it agreed to pay five record companies $210 million to settle a lawsuit accusing the satellite radio company of broadcasting songs made before 1972 without permission and without paying royalties.	http://www.nytimes.com/reuters/2015/06/26/arts/26reuters-sirius-xm-holdgs-settlement.html
Video Reviews of &#8216;Ted 2,&#8217; &#8216;The Princess of France&#8217; and &#8216;What Happened, Miss Simone?&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/26/video-reviews-of-ted-2-the-princess-of-france-and-what-happened-miss-simone/
J. K. Rowling Says Harry Potter Play Will Open Next Summer		http://artsbeat.blogs.nytimes.com/2015/06/26/j-k-rowling-says-harry-potter-play-will-open-next-summer/
